ID,Location,Age,Gender,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,B6,B7,B8,B9
335,2,18,1,4,3,5,4,3,1,0,1,0,0,1,0,0,0
336,2,18,2,6,4,1,6,3,1,1,0,0,0,1,0,1,0
337,2,25,2,4,3,3,4,2,0,1,0,0,0,0,1,0,1
338,2,36,2,4,4,4,4,3,0,0,1,0,0,0,0,0,1
339,2,22,2,3,2,3,5,3,0,0,0,0,0,1,0,0,0
340,2,21,2,1,2,2,3,2,0,0,1,0,0,0,0,0,0
341,2,19,2,5,3,3,5,3,0,0,1,0,0,0,0,1,0
342,2,18,1,1,1,1,6,1,0,1,0,0,0,0,0,0,0
343,2,19,2,4,3,5,5,3,0,0,0,0,0,0,0,0,0
344,2,34,1,1,6,2,6,3,0,0,0,0,0,0,1,0,1
345,2,42,1,4,5,1,5,1,0,0,0,0,0,0,0,0,0
346,3,35,1,2,2,5,5,2,1,0,1,0,0,0,0,0,1
347,3,27,2,1,4,3,4,1,0,0,0,0,0,1,0,0,0
348,3,20,1,3,4,3,4,3,0,1,0,0,0,0,1,0,1
349,3,16,2,1,1,6,6,1,0,0,1,0,1,0,1,1,0
350,3,25,1,6,6,2,6,1,0,1,0,0,0,0,0,0,0
351,3,26,1,2,4,3,4,3,0,0,1,0,0,1,0,0,0
352,1,18,2,1,6,6,6,1,0,0,1,0,0,1,1,1,0
353,1,35,2,2,5,2,5,1,0,1,1,0,0,1,0,0,0
354,1,17,1,3,5,1,4,2,0,0,1,0,1,0,1,1,0
355,1,42,2,3,4,3,4,2,0,1,0,0,0,0,0,0,0
356,1,24,1,6,2,6,5,1,1,1,0,0,0,0,0,0,0
357,7,18,1,1,1,1,6,1,0,0,0,0,0,0,0,1,0
358,7,36,1,4,5,3,5,1,1,1,0,0,0,1,0,0,0
359,7,36,1,6,1,1,6,1,0,0,0,0,0,1,0,1,0
360,7,22,1,1,1,2,6,1,0,1,1,0,0,1,1,0,1
361,7,24,1,6,3,4,5,2,0,1,1,1,0,0,0,0,0
362,4,37,2,3,3,4,4,3,0,0,1,0,0,0,0,1,1
363,4,37,2,1,1,5,5,1,1,1,1,0,0,0,0,0,0
364,4,20,1,5,3,4,5,1,1,0,0,0,0,0,0,0,0
365,4,25,1,2,5,2,3,1,0,0,0,0,0,0,0,0,0
366,4,35,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0
367,4,33,2,3,4,5,4,1,0,0,0,0,0,1,0,1,0
368,4,21,1,2,2,4,5,2,0,0,1,1,1,1,1,0,1
369,4,30,1,3,3,3,5,3,1,0,0,0,0,0,0,0,0
370,4,45,2,2,6,4,4,3,0,0,0,0,1,0,0,1,0
371,4,28,1,5,5,1,5,2,0,0,1,0,0,0,0,0,0
372,4,44,2,4,2,6,5,2,0,0,0,0,0,0,0,0,0
373,4,22,2,5,6,2,5,3,1,0,0,0,0,0,0,0,1
374,4,22,1,4,2,2,4,3,1,1,0,0,0,1,1,0,0
375,4,40,1,5,3,2,1,3,0,0,0,0,0,0,0,0,0
376,4,16,1,3,4,2,2,2,0,1,0,1,0,1,0,0,0
377,4,37,2,1,5,6,6,1,0,0,0,0,0,0,0,0,0
378,4,25,1,4,3,2,4,3,0,0,0,0,0,1,0,0,0
379,4,17,2,4,3,6,4,3,1,0,0,0,0,0,0,0,0
380,4,42,2,2,4,6,4,2,0,1,0,0,0,1,1,1,0
381,4,20,1,3,4,3,5,2,0,0,0,0,0,0,0,1,1
382,4,16,1,1,1,1,6,1,0,0,0,0,0,0,0,1,0
383,4,16,2,3,4,3,2,3,0,1,0,0,0,0,0,0,0
384,4,25,1,3,3,3,3,3,0,1,0,0,0,0,1,0,0
385,4,20,1,2,4,2,5,2,0,1,0,0,0,1,0,1,0
386,4,18,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
387,4,16,2,4,3,2,2,2,0,0,0,0,0,0,0,0,0
388,5,20,2,4,5,3,3,3,1,0,0,0,0,0,0,1,0
389,5,20,2,3,1,4,2,3,1,0,0,0,0,0,0,0,0
390,5,40,2,1,1,6,6,1,1,0,0,0,0,0,0,1,0
391,5,19,2,2,2,2,1,2,0,0,0,0,0,1,0,0,0
392,5,45,2,6,6,1,6,1,0,0,0,1,0,0,0,0,0
393,5,18,1,1,6,1,1,1,0,0,1,0,0,0,0,1,0
394,5,16,2,1,3,3,5,1,0,1,0,0,0,1,0,0,1
395,5,25,2,3,4,3,4,3,0,0,0,0,0,0,0,0,0
396,3,22,1,5,2,4,4,3,0,1,1,0,0,0,0,0,0
397,4,44,2,4,6,3,5,3,0,0,0,0,0,0,0,1,0
398,4,35,2,3,5,4,4,3,1,0,0,0,0,0,0,0,0
399,4,28,1,1,6,5,5,1,1,0,1,0,0,0,0,0,0
400,4,30,2,1,5,5,4,2,0,0,0,0,1,0,0,1,0
401,4,34,2,1,3,3,4,2,1,0,0,1,0,1,1,0,0
402,4,21,2,3,2,2,3,1,0,1,1,0,0,1,0,0,0
403,4,45,2,3,2,4,4,1,0,1,1,0,0,1,0,0,0
404,4,20,2,2,6,1,5,2,0,0,0,0,1,0,0,1,0
405,4,42,2,4,2,2,4,2,1,0,1,0,0,0,1,1,0
406,4,37,2,3,5,4,5,2,0,0,0,0,0,1,1,0,0
407,4,40,2,3,4,6,6,2,1,0,0,0,1,1,1,0,0
408,4,32,1,3,3,4,4,3,1,0,0,0,0,0,0,1,0
409,2,30,2,3,3,4,4,2,1,1,0,0,0,0,1,0,0
410,2,20,2,2,2,3,6,1,0,0,0,0,0,0,0,0,0
411,2,40,2,4,6,4,4,2,0,0,0,0,1,0,0,0,1
412,2,18,2,4,5,5,4,3,1,0,0,0,0,1,0,1,0
413,2,19,2,2,3,4,3,3,1,0,1,0,0,0,0,0,0
414,2,21,1,6,6,1,1,1,1,0,1,0,0,0,1,1,0
415,2,20,1,1,5,3,5,2,0,1,1,0,0,0,0,0,0
416,2,20,2,3,3,3,1,2,0,0,0,0,0,1,1,0,1
417,2,17,2,1,2,4,6,3,0,1,0,0,0,1,0,0,0
418,7,21,1,5,5,2,5,3,0,0,1,1,0,0,1,0,1
419,2,45,2,6,4,6,4,1,1,0,0,0,0,0,0,0,0
420,5,17,1,5,4,3,6,2,0,1,0,0,0,1,0,1,1
421,5,28,2,4,3,2,2,3,0,0,1,0,0,0,0,0,0
422,5,38,2,2,5,2,4,2,0,0,1,1,0,0,0,0,1
423,5,34,2,5,6,2,6,1,0,1,0,0,0,1,1,0,1
424,5,16,1,6,6,6,6,1,1,0,0,0,0,1,0,0,0
425,5,26,2,4,3,3,4,2,0,0,0,1,0,0,0,0,0
426,5,27,1,5,6,2,4,3,0,0,1,1,0,1,0,1,0
427,5,24,1,6,6,6,6,1,0,0,0,0,0,1,1,1,0
428,5,44,2,3,4,3,4,3,1,0,0,0,0,1,0,1,0
429,5,16,2,2,3,2,2,1,0,1,1,0,0,1,0,0,0
430,5,44,2,6,4,4,4,2,0,0,0,0,0,1,0,0,0
431,5,24,2,4,3,4,5,1,0,1,1,0,0,1,0,0,0
432,5,44,2,4,4,3,4,3,1,0,0,0,0,0,1,0,0
433,5,20,2,1,1,1,6,1,0,0,1,0,0,1,1,0,0
434,5,23,1,5,4,3,4,3,0,0,1,0,0,0,1,1,0
435,5,44,2,3,3,3,4,3,1,0,1,0,0,0,1,0,0
436,5,32,2,5,1,2,5,3,1,0,0,0,0,0,0,0,1
437,5,44,2,3,2,3,5,2,1,1,0,0,0,1,0,0,0
438,5,44,2,5,4,3,2,3,0,0,1,0,0,0,0,1,0
439,5,33,2,4,3,3,4,3,0,1,0,0,0,0,0,0,0
440,5,41,2,5,5,3,2,3,1,0,1,0,0,0,0,0,1
441,5,34,2,2,5,2,5,2,0,0,0,0,0,1,0,1,0
442,5,44,2,2,3,5,5,3,1,0,1,0,0,1,0,0,0
443,5,30,1,1,6,1,6,1,1,1,0,0,0,1,0,1,0
444,7,18,2,4,4,4,5,3,0,0,0,0,0,0,0,0,1
445,7,22,1,4,2,6,5,3,0,0,0,0,0,0,0,0,0
446,5,33,2,1,3,3,4,3,0,1,0,0,0,1,0,0,0
447,5,16,1,3,3,5,5,3,0,0,0,0,1,0,0,0,0
448,5,23,1,4,2,1,4,1,1,0,0,0,0,0,0,1,0
449,1,26,2,3,4,3,4,3,0,0,0,0,0,0,0,0,0
450,1,30,2,2,2,3,4,2,0,1,0,0,0,0,0,0,0
451,1,17,1,3,3,4,5,3,0,0,0,1,0,0,0,1,0
452,1,44,2,5,6,4,4,1,1,0,0,0,0,0,0,0,0
453,1,21,2,4,4,3,3,3,1,1,0,0,0,1,1,0,0
454,1,21,1,6,6,6,6,1,0,0,0,1,1,0,0,0,0
455,1,42,1,1,4,5,2,2,1,0,1,0,0,1,0,0,0
456,1,28,2,3,3,2,4,3,0,0,0,1,0,0,0,0,0
457,1,23,2,4,4,4,4,3,1,0,1,0,0,1,1,1,0
458,1,27,1,4,3,2,4,2,1,0,1,0,0,0,0,1,0
459,5,39,2,5,4,5,4,1,1,0,0,0,0,0,0,0,0
460,4,44,1,1,2,4,3,2,1,0,1,0,0,1,0,0,0
461,4,20,1,1,4,4,5,3,0,0,0,0,0,1,0,1,0
462,4,37,2,4,2,3,5,2,0,1,0,0,0,1,0,0,0
463,4,37,2,3,3,5,4,2,0,0,1,0,0,0,0,0,1
464,4,19,2,4,4,3,3,3,1,0,1,1,0,0,0,0,0
465,4,27,2,1,5,6,5,3,1,0,0,0,0,0,0,0,0
466,4,30,2,2,2,5,2,2,0,0,0,0,0,0,0,0,0
467,4,34,2,1,3,5,5,2,1,1,0,0,1,1,0,0,1
468,4,32,2,3,4,4,4,3,0,0,1,0,0,0,0,0,0
469,4,25,1,4,6,3,4,3,0,1,1,0,0,0,0,0,0
470,4,45,2,3,3,3,3,3,1,0,1,0,0,0,0,0,0
471,3,19,1,4,3,5,2,2,0,1,0,0,0,0,1,0,0
472,3,20,2,4,5,5,5,3,0,1,0,0,1,0,1,0,1
473,3,18,2,4,5,5,6,3,0,0,0,0,1,0,0,1,0
474,3,18,1,6,6,1,6,3,0,1,0,0,0,0,1,0,0
475,3,18,1,6,4,5,6,3,0,1,0,0,0,0,1,1,0
476,3,41,2,4,2,3,4,3,0,0,1,0,0,0,0,1,1
477,3,19,1,6,1,1,6,3,0,0,0,0,0,0,0,0,0
478,4,39,1,5,6,3,5,3,0,1,0,0,0,1,0,0,1
479,2,40,2,1,1,1,4,1,0,1,0,1,0,0,1,0,0
480,2,19,2,3,1,1,6,2,0,0,0,0,0,0,0,1,0
481,2,21,2,5,3,3,4,3,0,0,0,0,1,0,0,0,0
482,2,22,1,5,5,2,2,2,0,0,1,0,0,1,0,1,0
483,2,35,1,4,4,5,4,1,1,1,0,0,0,1,0,0,0
484,2,28,2,3,2,2,2,3,0,0,0,1,0,0,0,0,0
485,2,29,1,4,4,4,4,3,1,0,0,1,0,0,0,0,0
486,2,18,1,4,3,4,3,3,1,0,0,0,0,1,0,1,0
487,2,45,2,6,5,2,5,2,0,1,1,0,0,0,0,0,1
488,2,20,2,3,5,4,5,2,1,0,1,0,0,0,1,1,0
489,3,16,1,4,4,4,4,3,0,0,1,0,0,1,0,0,0
490,3,28,2,5,5,3,2,3,0,0,1,0,0,0,0,1,0
491,3,42,1,5,2,3,5,3,1,1,0,0,1,0,0,0,1
492,3,21,1,2,2,3,4,3,1,0,0,0,0,0,0,0,1
493,3,22,1,1,6,2,5,3,1,0,1,0,0,0,0,0,1
494,4,25,1,3,3,2,3,2,1,0,0,0,0,1,0,0,0
495,5,36,2,6,1,1,5,1,0,0,0,1,0,1,0,0,0
496,5,35,2,1,3,4,5,1,0,0,0,0,0,0,0,1,0
497,5,32,2,4,3,4,4,3,1,1,0,1,0,0,0,0,0
498,5,33,1,3,4,5,4,3,1,0,0,1,1,0,0,0,0
499,4,30,2,3,2,4,5,2,1,1,1,0,0,0,0,0,0
500,7,16,1,6,5,1,5,2,1,0,0,0,0,0,0,0,1
501,7,18,1,5,2,3,4,3,0,0,0,0,0,0,1,0,0
502,7,18,1,5,3,5,4,3,0,0,0,0,1,0,0,0,0
503,7,17,1,1,3,4,3,3,0,0,1,0,0,0,0,0,0
504,7,17,1,3,4,4,4,3,1,0,0,0,0,1,0,0,0
505,7,20,2,5,5,1,6,1,0,0,0,0,0,0,0,0,0
506,7,35,2,5,4,2,3,2,1,0,0,0,0,0,0,1,0
507,7,32,2,2,2,3,5,2,0,1,0,0,0,0,0,0,0
508,7,23,1,1,6,6,6,2,1,0,1,0,0,0,0,0,0
509,7,16,1,6,2,3,1,3,0,0,0,0,0,1,1,0,0
510,6,26,1,4,4,2,4,3,0,1,1,0,0,0,0,1,1
511,6,19,2,2,6,1,5,2,0,1,0,0,0,0,0,0,0
512,6,45,2,6,4,3,5,1,0,1,1,0,0,0,0,0,0
513,6,45,1,1,5,2,5,2,0,1,0,0,0,0,0,0,0
514,6,45,2,4,6,4,4,3,1,0,1,0,0,0,0,0,0
515,6,45,2,4,4,4,5,2,1,0,0,0,1,0,0,0,1
516,6,25,1,6,6,1,6,1,1,0,0,0,0,0,0,0,0
517,6,32,1,4,3,4,2,3,1,0,0,0,0,0,0,0,0
518,6,38,2,5,3,2,5,2,0,1,0,0,0,0,0,0,1
519,6,23,2,4,3,3,4,3,0,0,0,0,0,0,0,0,0
520,6,18,2,6,1,6,6,1,1,0,0,0,0,1,0,0,1
521,6,17,2,4,3,4,4,3,1,0,0,0,0,0,0,0,0
522,6,20,2,5,1,4,5,2,1,1,0,0,0,0,0,0,0
523,6,30,2,6,1,5,6,1,0,0,0,1,0,0,0,0,1
524,2,45,1,3,6,1,5,3,0,0,1,0,0,0,0,0,1
525,2,45,2,2,4,4,6,2,0,0,1,0,0,1,0,0,0
526,2,32,1,3,4,3,4,2,1,0,1,0,0,1,0,0,0
527,2,22,1,6,6,6,6,3,0,0,0,0,0,1,0,0,0
528,2,32,1,1,1,1,5,1,0,0,0,0,0,0,0,0,0
529,2,26,1,4,1,3,2,3,0,0,0,0,0,0,0,0,1
530,2,37,2,5,5,5,4,3,0,1,0,0,0,0,0,0,1
531,2,20,1,1,3,5,1,1,0,0,0,0,0,0,0,1,0
532,2,31,1,4,4,3,4,3,1,1,0,0,1,0,0,1,0
533,2,30,1,1,3,5,5,3,1,0,0,0,0,0,0,1,1
534,7,36,1,4,2,6,2,2,0,1,1,0,0,1,1,0,0
535,4,35,2,3,3,3,6,3,0,0,0,0,0,1,0,0,1
536,4,45,1,4,4,3,3,3,0,0,0,1,0,1,0,0,0
537,4,24,2,2,6,5,6,2,0,0,0,0,0,0,0,0,1
538,4,17,1,4,3,5,4,3,1,1,0,1,0,1,1,0,0
539,4,25,2,2,3,6,5,2,0,0,0,1,1,0,1,0,0
540,4,16,1,5,2,2,5,2,1,0,1,0,0,1,0,0,0
541,4,21,1,4,3,4,4,2,0,1,0,0,0,1,0,0,0
542,4,45,1,5,1,2,5,3,0,0,0,1,0,0,1,0,0
543,4,44,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0
544,4,17,1,4,3,2,5,2,0,0,0,0,0,1,0,0,0
545,1,20,1,1,2,6,4,2,0,0,0,1,1,0,0,0,0
546,1,28,2,4,3,3,3,3,0,0,0,0,0,1,0,0,0
547,1,20,1,3,3,3,4,2,0,0,0,1,0,0,0,0,0
548,1,20,2,4,4,2,4,3,0,0,1,0,0,0,0,0,0
549,1,22,2,5,6,5,4,3,1,0,1,1,0,0,0,0,0
550,1,23,1,1,2,4,4,2,0,0,0,1,1,0,0,1,1
551,1,29,2,4,2,4,1,3,1,0,1,0,0,1,0,1,0
552,1,19,2,5,2,2,5,2,1,1,1,0,0,0,0,0,1
553,1,35,2,4,4,3,3,3,0,0,0,0,0,0,0,0,0
554,1,25,2,1,4,4,4,3,0,0,0,0,0,0,0,1,0
555,1,25,1,4,4,3,4,3,0,0,0,0,0,0,0,0,0
556,1,27,2,5,2,5,5,2,0,0,0,1,0,0,0,0,0
557,1,18,1,2,5,1,5,3,0,1,0,0,0,0,0,0,0
558,1,25,1,4,6,5,3,3,0,0,1,0,0,1,1,0,0
559,6,17,2,1,5,4,5,3,0,0,0,0,0,1,0,0,1
560,6,26,2,3,3,4,3,3,1,0,0,0,0,0,0,0,0
561,6,30,2,4,3,6,4,3,1,0,0,0,1,1,0,0,0
562,6,30,1,1,2,2,6,2,1,0,0,0,0,1,0,1,0
563,6,22,1,1,1,3,4,3,0,0,0,1,1,1,0,0,0
564,7,44,1,3,3,4,4,3,0,0,1,0,0,0,0,1,0
565,7,18,1,5,3,5,4,3,0,0,0,0,1,0,0,1,1
566,7,22,2,2,4,4,6,3,1,0,1,0,0,1,0,0,1
567,7,18,1,4,5,5,5,3,0,0,0,0,0,1,0,1,0
568,7,17,2,1,6,3,6,1,0,0,0,0,0,0,0,0,0
569,7,31,1,4,5,3,4,3,0,0,0,0,0,0,0,0,0
570,5,35,1,4,3,4,5,2,1,0,0,0,0,0,0,1,0
571,7,32,2,3,5,4,4,2,0,0,0,0,1,1,0,0,0
572,7,38,2,1,1,3,5,3,1,0,0,0,0,1,0,0,0
573,7,38,2,1,3,3,3,3,0,0,0,0,0,0,0,0,0
574,7,32,1,2,4,4,5,3,0,0,0,1,0,0,0,0,0
575,7,36,2,4,3,4,4,3,0,0,0,0,0,0,0,0,0
576,7,19,1,3,3,5,5,2,0,1,0,0,0,1,0,0,0
577,7,26,2,6,2,2,5,3,0,0,0,0,0,0,1,0,1
578,7,40,2,1,3,5,5,3,0,0,1,0,0,1,0,0,0
579,7,36,2,3,4,4,4,3,0,0,1,0,0,0,0,0,1
580,7,40,2,1,5,3,4,3,1,0,1,0,0,1,1,1,0
581,7,30,2,1,5,5,5,2,0,0,0,0,0,1,0,1,0
582,7,24,1,2,6,2,5,2,0,0,0,1,0,1,0,0,0
583,7,25,2,3,2,4,4,3,0,0,0,1,1,0,0,0,0
584,7,24,1,4,3,3,3,3,1,0,1,0,0,0,0,0,0
585,7,28,2,5,2,2,2,2,0,0,0,1,1,0,0,0,0
586,7,25,1,4,2,4,4,2,1,0,0,0,0,1,0,0,1
587,7,19,1,4,5,3,5,2,0,0,0,1,1,0,0,0,1
588,7,25,2,4,2,1,5,2,0,0,0,1,1,0,0,0,1
589,7,30,2,4,6,2,4,2,1,0,0,0,0,0,0,0,0
590,7,32,2,2,6,6,5,2,0,0,0,0,0,1,0,0,0
591,7,30,2,4,4,4,4,3,0,1,0,0,0,1,0,0,0
592,7,25,1,4,5,3,3,3,0,0,1,1,1,0,0,1,1
593,7,40,2,5,4,3,2,2,0,0,1,0,0,0,1,0,0
594,7,32,1,3,3,5,4,3,0,0,0,0,0,0,0,0,0
595,7,30,2,4,2,3,4,3,1,1,0,0,0,1,0,0,0
596,7,45,2,2,2,5,4,1,1,1,0,0,0,1,0,0,0
597,5,26,2,1,1,1,6,1,1,0,0,0,0,1,0,1,0
598,5,45,2,4,1,1,5,3,0,0,0,0,0,0,0,1,0
599,5,19,2,6,5,5,6,3,0,0,0,0,0,0,1,0,0
600,5,35,1,4,4,3,3,3,0,0,0,0,0,0,0,0,0
601,7,25,1,6,1,6,6,1,1,1,1,0,0,1,1,1,1
602,7,30,1,3,3,4,5,3,1,0,0,0,0,1,1,0,0
603,7,32,1,3,3,2,4,2,0,0,0,0,0,1,0,0,0
604,7,28,1,1,3,3,6,2,0,0,0,0,0,0,0,0,0
605,7,30,1,1,6,1,1,1,0,1,0,0,0,1,0,0,0
606,7,45,2,5,5,1,6,1,0,0,0,0,0,1,0,0,0
607,7,32,2,2,4,4,4,3,0,0,0,0,0,1,0,0,0
608,7,45,1,3,3,4,5,3,0,0,0,0,0,1,0,0,0
609,7,32,1,6,5,4,6,3,0,1,0,0,0,0,0,1,0
610,7,20,1,5,6,2,4,2,0,0,0,0,0,0,0,0,1
611,7,27,2,2,5,6,5,3,1,0,1,0,0,0,0,1,0
612,7,16,2,1,3,3,6,2,1,0,0,0,0,0,0,0,0
613,7,45,1,3,4,4,4,3,0,1,1,0,0,0,0,0,0
614,1,27,2,2,4,3,4,3,0,0,1,0,0,0,0,0,0
615,1,32,1,1,3,3,6,2,0,0,0,0,0,0,0,0,0
616,1,19,2,1,4,4,4,3,0,0,1,0,0,0,0,1,0
617,1,44,1,2,1,4,6,2,0,0,1,0,0,1,0,0,0
618,1,23,1,4,3,4,4,3,0,0,0,0,0,0,1,0,0
619,1,17,2,1,1,2,3,1,0,0,1,0,0,0,1,0,0
620,1,21,2,1,3,4,4,2,0,1,0,0,0,0,0,0,0
621,1,24,2,1,5,3,5,2,0,0,0,0,0,1,0,0,1
622,1,45,2,1,4,4,6,1,1,0,0,0,0,1,0,0,0
623,1,25,1,1,3,4,3,3,1,1,1,0,0,1,0,0,1
624,1,25,1,5,2,6,6,1,1,0,0,0,1,0,0,1,0
625,1,27,1,1,4,3,4,1,0,1,0,0,0,1,0,1,0
626,7,20,2,6,3,5,4,3,1,0,0,0,0,0,1,0,0
627,7,22,2,1,6,6,5,1,1,0,1,0,0,1,0,0,0
628,7,33,1,2,6,5,6,1,0,0,1,0,0,0,1,1,0
629,7,23,2,5,1,1,1,3,0,0,0,0,0,0,1,0,0
630,7,32,1,1,3,3,5,3,1,0,0,0,0,1,0,0,1
631,7,28,1,5,3,3,6,1,0,0,1,0,0,1,0,0,1
632,7,30,2,6,6,1,5,1,0,1,0,0,0,0,0,0,0
633,7,42,2,3,4,5,5,1,1,0,0,0,1,0,0,1,0
634,7,32,2,5,3,3,4,1,0,1,0,0,0,1,0,0,1
635,7,43,2,3,5,2,3,3,0,0,1,1,1,1,0,0,0
636,7,30,2,1,6,6,6,1,0,1,0,0,0,0,0,0,0
637,7,20,1,1,5,5,5,3,0,0,0,0,0,0,0,0,0
638,7,44,2,4,2,2,2,1,0,0,0,0,0,0,0,0,1
639,6,37,1,2,4,2,4,1,1,0,0,0,0,0,1,0,1
640,6,36,1,4,3,3,4,2,0,1,0,0,0,0,0,0,0
641,6,28,1,3,3,4,5,3,1,0,1,0,0,0,0,1,1
642,6,29,1,2,3,3,4,2,1,0,1,0,1,1,0,0,1
643,6,35,2,1,4,2,5,3,0,0,0,0,0,0,1,0,0
644,6,29,2,1,3,2,6,1,1,0,0,0,0,1,0,0,1
645,6,39,1,5,5,4,4,2,0,1,0,0,0,1,0,1,0
646,6,17,1,3,4,5,4,2,0,0,1,0,0,0,0,0,1
647,6,29,1,3,6,5,4,3,0,0,1,0,0,1,0,0,0
648,6,31,2,4,4,5,5,3,1,0,0,0,0,0,0,0,1
649,2,29,1,2,2,2,6,1,0,1,1,0,0,1,0,0,0
650,2,23,2,3,4,3,6,2,0,0,0,0,0,0,0,0,1
651,2,40,2,4,5,3,5,3,1,0,0,0,0,0,1,0,0
652,2,23,2,3,5,4,5,3,0,1,1,0,0,1,0,0,1
653,2,30,2,1,5,3,2,1,0,1,0,0,0,1,0,0,0
654,2,29,2,4,5,5,6,2,0,0,0,0,1,1,1,0,0
655,2,21,2,5,4,3,5,3,0,1,1,0,0,1,0,0,0
656,2,28,2,3,3,5,4,3,0,0,0,0,0,1,0,0,0
657,4,21,1,3,3,3,5,2,0,0,0,0,0,0,0,0,1
658,4,21,1,1,6,6,4,3,1,0,0,0,0,1,0,1,0
659,4,39,2,2,2,2,5,2,0,0,0,0,0,0,0,0,0
660,4,17,2,4,6,5,4,2,1,0,0,0,0,0,0,1,0
661,2,26,1,1,1,3,5,1,1,0,1,0,0,0,0,0,1
662,2,20,1,3,2,3,5,3,0,0,0,0,0,0,1,0,0
663,2,23,2,1,5,3,4,2,0,1,0,0,0,0,0,0,0
664,2,22,2,3,4,3,2,3,1,0,1,1,0,1,0,0,0
665,2,43,1,4,3,5,4,2,0,0,0,0,0,0,0,1,0
666,2,23,2,2,5,2,4,2,0,1,0,0,0,0,0,0,1
667,2,17,2,2,4,5,4,2,0,0,1,0,0,0,0,1,0
